id,ans
2998,0
2999,4
3000,5
3001,1
3002,3
3003,0
3004,3
3005,1
3006,1
3007,5
3008,2
3009,1
3010,0
3011,4
3012,1
3013,1
3014,0
3015,3
3016,1
3017,4
3018,2
3019,4
3020,2
3021,1
3022,2
3023,5
3024,1
3025,1
3026,3
3027,1
3028,0
3029,0
3030,4
3031,0
3032,4
3033,0
3034,0
3035,1
3036,0
3037,1
3038,1
3039,1
3040,1
3041,5
3042,0
3043,5
3044,5
3045,0
3046,0
3047,0
3048,5
3049,4
3050,2
3051,2
3052,2
3053,3
3054,0
3055,3
3056,1
3057,0
3058,3
3059,0
3060,0
3061,4
3062,3
3063,1
3064,0
3065,4
3066,1
3067,0
3068,2
3069,0
3070,4
3071,3
3072,1
3073,3
3074,3
3075,4
3076,1
3077,5
3078,5
3079,1
3080,1
3081,0
3082,1
3083,2
3084,2
3085,0
3086,4
3087,1
3088,0
3089,4
3090,4
3091,1
3092,0
3093,0
3094,1
3095,5
3096,3
3097,0
3098,4
3099,5
3100,0
3101,5
3102,1
3103,0
3104,0
3105,2
3106,5
3107,5
3108,1
3109,5
3110,5
3111,2
3112,4
3113,5
3114,4
3115,1
3116,3
3117,2
3118,3
3119,2
3120,4
3121,2
3122,5
3123,1
3124,0
3125,0
3126,3
3127,2
3128,5
3129,5
3130,2
3131,4
3132,1
3133,5
3134,5
3135,2
3136,3
3137,2
3138,3
3139,5
3140,5
3141,2
3142,4
3143,2
3144,5
3145,0
3146,2
3147,4
3148,5
3149,5
3150,0
3151,5
3152,5
3153,4
3154,1
3155,4
3156,1
3157,2
3158,0
3159,5
3160,1
3161,5
3162,1
3163,4
3164,3
3165,1
3166,2
3167,3
3168,0
3169,3
3170,2
3171,0
3172,2
3173,2
3174,1
3175,2
3176,4
3177,4
3178,0
3179,5
3180,0
3181,1
3182,4
3183,0
3184,3
3185,0
3186,4
3187,3
3188,1
3189,2
3190,2
3191,3
3192,2
3193,2
3194,2
3195,1
3196,4
3197,3
3198,3
3199,1
3200,0
3201,2
3202,3
3203,0
3204,5
3205,3
3206,1
3207,3
3208,5
3209,3
3210,0
3211,3
3212,4
3213,3
3214,0
3215,0
3216,4
3217,3
3218,0
3219,3
3220,0
3221,0
3222,0
3223,4
3224,5
3225,1
3226,3
3227,1
3228,5
3229,3
3230,3
3231,0
3232,5
3233,4
3234,3
3235,0
3236,1
3237,5
3238,3
3239,5
3240,1
3241,3
3242,5
3243,4
3244,2
3245,2
3246,2
3247,0
3248,0
3249,2
3250,3
3251,0
3252,3
3253,2
3254,3
3255,3
3256,2
3257,3
3258,2
3259,1
3260,4
3261,0
3262,0
3263,2
3264,0
3265,0
3266,4
3267,5
3268,0
3269,0
3270,2
3271,4
3272,1
3273,0
3274,3
3275,1
3276,1
3277,0
3278,0
3279,1
3280,0
3281,4
3282,0
3283,0
3284,1
3285,4
3286,1
3287,4
3288,4
3289,0
3290,1
3291,0
3292,2
3293,1
3294,5
3295,2
3296,3
3297,1
3298,2
3299,2
3300,1
3301,3
3302,2
3303,4
3304,0
3305,4
3306,3
3307,1
3308,2
3309,1
3310,1
3311,0
3312,1
3313,0
3314,1
3315,0
3316,3
3317,0
3318,5
3319,1
3320,3
3321,0
3322,3
3323,2
3324,2
3325,1
3326,5
3327,1
3328,3
3329,2
3330,1
3331,1
3332,0
3333,3
3334,0
3335,5
3336,2
3337,3
3338,2
3339,5
3340,3
3341,2
3342,0
3343,0
3344,4
3345,4
3346,1
3347,0
3348,0
3349,4
3350,0
3351,0
3352,2
3353,5
3354,5
3355,1
3356,2
3357,2
3358,0
3359,1
3360,2
3361,1
3362,0
3363,5
3364,2
3365,4
3366,5
3367,1
3368,1
3369,2
3370,1
3371,5
3372,2
3373,4
3374,2
3375,0
3376,3
3377,0
3378,0
3379,5
3380,0
3381,1
3382,2
3383,4
3384,5
3385,3
3386,5
3387,3
3388,0
3389,4
3390,1
3391,4
3392,0
3393,2
3394,3
3395,0
3396,1
3397,5
3398,1
3399,2
3400,0
3401,4
3402,5
3403,0
3404,3
3405,1
3406,5
3407,0
3408,0
3409,4
3410,4
3411,1
3412,2
3413,3
3414,0
3415,4
3416,5
3417,0
3418,2
3419,1
3420,4
3421,5
3422,1
3423,5
3424,0
3425,2
3426,1
3427,2
3428,4
3429,2
3430,3
3431,0
3432,0
3433,1
3434,0
3435,3
3436,0
3437,3
3438,2
3439,0
3440,0
3441,0
3442,5
3443,3
3444,1
3445,2
3446,1
3447,2
3448,2
3449,1
3450,0
3451,0
3452,1
3453,5
3454,0
3455,4
3456,2
3457,4
3458,3
3459,0
3460,1
3461,0
3462,3
3463,0
3464,2
3465,4
3466,3
3467,1
3468,5
3469,0
3470,3
3471,0
3472,1
3473,1
3474,2
3475,3
3476,1
3477,3
3478,4
3479,5
3480,1
3481,5
3482,0
3483,5
3484,0
3485,3
3486,3
3487,0
3488,2
3489,0
3490,5
3491,5
3492,2
3493,1
3494,5
3495,4
3496,2
3497,0
3498,1
3499,5
3500,0
3501,2
3502,3
3503,4
3504,2
3505,0
3506,3
3507,1
3508,3
3509,0
3510,1
3511,0
3512,3
3513,3
3514,4
3515,2
3516,2
3517,5
3518,1
3519,4
3520,5
3521,3
3522,4
3523,1
3524,1
3525,2
3526,0
3527,2
3528,1
3529,0
3530,2
3531,2
3532,5
3533,3
3534,0
3535,2
3536,4
3537,4
3538,3
3539,2
3540,3
3541,3
3542,2
3543,2
3544,4
3545,2
3546,4
3547,1
3548,3
3549,1
3550,2
3551,2
3552,5
3553,4
3554,3
3555,4
3556,4
3557,0
3558,3
3559,0
3560,0
3561,1
3562,1
3563,0
3564,3
3565,0
3566,0
3567,2
3568,5
3569,4
3570,0
3571,0
3572,0
3573,3
3574,1
3575,5
3576,4
3577,1
3578,3
3579,2
3580,2
3581,1
3582,2
3583,5
3584,5
3585,0
3586,0
3587,1
3588,3
3589,4
3590,1
3591,0
3592,1
3593,2
3594,3
3595,0
3596,5
3597,1
3598,5
3599,3
3600,4
3601,1
3602,5
3603,2
3604,4
3605,1
3606,2
3607,5
3608,3
3609,0
3610,4
3611,4
3612,2
3613,3
3614,0
3615,4
3616,1
3617,5
3618,2
3619,1
3620,4
3621,1
3622,1
3623,3
3624,3
3625,2
3626,0
3627,1
3628,5
3629,1
3630,0
3631,4
3632,3
3633,0
3634,0
3635,3
3636,3
3637,0
3638,4
3639,2
3640,4
3641,0
3642,0
3643,0
3644,5
3645,2
3646,0
3647,3
3648,5
3649,3
3650,0
3651,0
3652,5
3653,0
3654,3
3655,5
3656,5
3657,0
3658,5
3659,4
3660,0
3661,0
3662,0
3663,2
3664,0
3665,0
3666,0
3667,0
3668,5
3669,0
3670,4
3671,0
3672,2
3673,5
3674,5
3675,0
3676,2
3677,0
3678,5
3679,4
3680,1
3681,0
3682,4
3683,2
3684,3
3685,0
3686,2
3687,4
3688,2
3689,4
3690,4
3691,0
3692,1
3693,4
3694,2
3695,3
3696,2
3697,0
3698,3
3699,2
3700,1
3701,0
3702,1
3703,2
3704,0
3705,5
3706,0
3707,0
3708,3
3709,1
3710,5
3711,2
3712,0
3713,4
3714,2
3715,3
3716,2
3717,1
3718,5
3719,1
3720,0
3721,0
3722,0
3723,5
3724,5
3725,1
3726,0
3727,3
3728,0
3729,0
3730,1
3731,1
3732,3
3733,4
3734,2
3735,0
3736,0
3737,1
3738,5
3739,3
3740,1
3741,5
3742,4
3743,3
3744,2
3745,5
3746,2
3747,5
3748,0
3749,2
3750,4
3751,3
3752,1
3753,2
3754,3
3755,4
3756,5
3757,3
3758,3
3759,2
3760,1
3761,1
3762,4
3763,0
3764,3
3765,1
3766,4
3767,3
3768,3
3769,1
3770,0
3771,2
3772,2
3773,4
3774,4
3775,5
3776,4
3777,3
3778,5
3779,4
3780,5
3781,3
3782,4
3783,1
3784,5
3785,5
3786,0
3787,3
3788,3
3789,5
3790,4
3791,2
3792,5
3793,0
3794,3
3795,4
3796,1
3797,3
3798,0
3799,0
3800,0
3801,3
3802,0
3803,2
3804,3
3805,0
3806,4
3807,4
3808,0
3809,3
3810,0
3811,4
3812,0
3813,1
3814,1
3815,2
3816,2
3817,2
3818,0
3819,5
3820,4
3821,3
3822,5
3823,1
3824,2
3825,0
3826,5
3827,3
3828,0
3829,0
3830,5
3831,1
3832,0
3833,4
3834,3
3835,1
3836,1
3837,1
3838,0
3839,2
3840,2
3841,1
3842,3
3843,4
3844,1
3845,3
3846,3
3847,2
3848,1
3849,5
3850,1
3851,4
3852,1
3853,2
3854,3
3855,4
3856,0
3857,4
3858,4
3859,1
3860,4
3861,4
3862,4
3863,3
3864,3
3865,3
3866,1
3867,3
3868,0
3869,0
3870,3
3871,1
3872,2
3873,2
3874,4
3875,5
3876,0
3877,3
3878,0
3879,3
3880,4
3881,4
3882,0
3883,1
3884,0
3885,2
3886,1
3887,2
3888,3
3889,3
3890,4
3891,1
3892,5
3893,5
3894,4
3895,0
3896,3
3897,4
3898,1
3899,4
3900,5
3901,4
3902,2
3903,0
3904,1
3905,4
3906,0
3907,0
3908,3
3909,2
3910,0
3911,2
3912,0
3913,5
3914,1
3915,3
3916,0
3917,2
3918,4
3919,0
3920,1
3921,0
3922,3
3923,5
3924,5
3925,0
3926,1
3927,0
3928,3
3929,4
3930,1
3931,3
3932,5
3933,1
3934,4
3935,0
3936,2
3937,1
3938,2
3939,1
3940,3
3941,0
3942,1
3943,4
3944,1
3945,3
3946,0
3947,0
3948,0
3949,5
3950,1
3951,5
3952,0
3953,0
3954,1
3955,0
3956,0
3957,3
3958,0
3959,0
3960,4
3961,2
3962,0
3963,1
3964,1
3965,3
3966,3
3967,5
3968,3
3969,5
3970,5
3971,5
3972,0
3973,3
3974,5
3975,3
3976,0
3977,1
3978,5
3979,2
3980,1
3981,3
3982,2
3983,5
3984,2
3985,5
3986,3
3987,0
3988,0
3989,1
3990,5
3991,0
3992,0
3993,3
3994,2
3995,0
3996,4
3997,4
3998,2
3999,1
4000,2
4001,4
4002,3
4003,3
4004,2
4005,0
4006,1
4007,1
4008,4
4009,3
4010,2
4011,3
4012,4
4013,5
4014,3
4015,5
4016,0
4017,3
4018,0
4019,0
4020,1
4021,5
4022,5
4023,0
4024,2
4025,1
4026,1
4027,3
4028,5
4029,3
4030,5
4031,0
4032,2
4033,0
4034,5
4035,4
4036,4
4037,3
4038,5
4039,1
4040,0
4041,0
4042,1
4043,5
4044,0
4045,4
4046,0
4047,5
4048,0
4049,2
4050,5
4051,3
4052,0
4053,4
4054,1
4055,5
4056,4
4057,1
4058,3
4059,2
4060,2
4061,2
4062,2
4063,4
4064,2
4065,3
4066,2
4067,2
4068,4
4069,0
4070,0
4071,1
4072,5
4073,1
4074,5
4075,2
4076,5
4077,4
4078,1
4079,0
4080,3
4081,2
4082,3
4083,5
4084,2
4085,3
4086,1
4087,3
4088,2
4089,2
4090,3
4091,3
4092,0
4093,1
4094,3
4095,4
4096,5
4097,0
4098,3
4099,4
4100,5
4101,5
4102,0
4103,0
4104,0
4105,0
4106,4
4107,3
4108,2
4109,2
4110,1
4111,1
4112,0
4113,2
4114,5
4115,3
4116,0
4117,4
4118,5
4119,1
4120,3
4121,3
4122,0
4123,4
4124,2
4125,1
4126,3
4127,3
4128,2
4129,1
4130,2
4131,0
4132,0
4133,0
4134,2
4135,5
4136,3
4137,2
4138,5
4139,5
4140,5
4141,5
4142,5
4143,0
4144,4
4145,0
4146,5
4147,1
4148,3
4149,1
4150,0
4151,5
4152,4
4153,0
4154,2
4155,5
4156,2
4157,4
4158,0
4159,1
4160,1
4161,4
4162,0
4163,1
4164,3
4165,0
4166,0
4167,0
4168,3
4169,4
4170,4
4171,4
4172,5
4173,1
4174,5
4175,0
4176,4
4177,2
4178,2
4179,1
4180,2
4181,0
4182,4
4183,5
4184,5
4185,1
4186,3
4187,4
4188,0
4189,4
4190,5
4191,0
4192,3
4193,3
4194,2
4195,5
4196,3
4197,4
4198,5
4199,1
4200,2
4201,5
4202,0
4203,4
4204,0
4205,0
4206,4
4207,0
4208,1
4209,3
4210,4
4211,5
4212,1
4213,1
4214,4
4215,1
4216,1
4217,4
4218,3
4219,3
4220,2
4221,2
4222,5
4223,0
4224,1
4225,0
4226,4
4227,2
4228,0
4229,0
4230,5
4231,0
4232,1
4233,4
4234,5
4235,3
4236,3
4237,1
4238,0
4239,3
4240,5
4241,2
4242,0
4243,5
4244,4
4245,5
4246,0
4247,1
4248,2
4249,3
4250,4
4251,0
4252,1
4253,2
4254,3
4255,2
4256,3
4257,1
4258,3
4259,0
4260,3
4261,5
4262,0
4263,1
4264,1
4265,5
4266,0
4267,1
4268,5
4269,0
4270,2
4271,0
4272,1
4273,2
4274,2
4275,3
4276,4
4277,2
4278,2
4279,4
4280,4
4281,0
4282,3
4283,4
4284,2
4285,2
4286,3
4287,3
4288,3
4289,4
4290,1
4291,4
4292,3
4293,2
4294,4
4295,1
4296,0
4297,0
4298,1
4299,3
4300,2
4301,1
4302,3
4303,5
4304,1
4305,2
4306,0
4307,1
4308,5
4309,3
4310,0
4311,3
4312,2
4313,5
4314,1
4315,0
4316,0
4317,2
4318,5
4319,3
4320,4
4321,5
4322,3
4323,2
4324,1
4325,5
4326,4
4327,1
4328,5
4329,0
4330,5
4331,1
4332,0
4333,4
4334,2
4335,1
4336,1
4337,3
4338,1
4339,0
4340,3
4341,0
4342,2
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,0
4351,0
4352,0
4353,3
4354,2
4355,1
4356,0
4357,4
4358,0
4359,0
4360,0
4361,0
4362,4
4363,3
4364,0
4365,0
4366,0
4367,5
4368,4
4369,4
4370,3
4371,4
4372,0
4373,5
4374,1
4375,3
4376,5
4377,1
4378,3
4379,5
4380,5
4381,0
4382,4
4383,2
4384,3
4385,4
4386,0
4387,1
4388,5
4389,1
4390,3
4391,0
4392,1
4393,1
4394,3
4395,1
4396,0
4397,0
4398,1
4399,2
4400,1
4401,1
4402,4
4403,5
4404,1
4405,2
4406,0
4407,4
4408,4
4409,3
4410,1
4411,2
4412,3
4413,1
4414,1
4415,2
4416,1
4417,0
4418,4
4419,5
4420,4
4421,4
4422,2
4423,3
4424,3
4425,2
4426,4
4427,0
4428,0
4429,3
4430,5
4431,0
4432,2
4433,5
4434,1
4435,5
4436,3
4437,3
4438,0
4439,4
4440,2
4441,2
4442,5
4443,1
4444,5
4445,2
4446,0
4447,1
4448,1
4449,5
4450,5
4451,3
4452,2
4453,3
4454,5
4455,4
4456,1
4457,0
4458,0
4459,1
4460,3
4461,3
4462,4
4463,1
4464,1
4465,0
4466,4
4467,3
4468,4
4469,0
4470,5
4471,4
4472,4
4473,0
4474,1
4475,5
4476,4
4477,0
4478,3
4479,0
4480,1
4481,2
4482,4
4483,4
4484,0
4485,3
4486,3
4487,3
4488,4
4489,0
4490,4
4491,5
4492,3
4493,3
4494,4
4495,2
4496,0
4497,2
4498,2
4499,3
4500,4
4501,0
4502,0
4503,0
4504,3
4505,2
4506,2
4507,2
4508,4
4509,2
4510,4
4511,1
4512,2
4513,2
4514,4
4515,0
4516,0
4517,0
4518,1
4519,2
4520,4
4521,0
4522,1
4523,5
4524,2
4525,4
4526,0
4527,0
4528,1
4529,1
4530,4
4531,5
4532,5
4533,3
4534,5
4535,3
4536,2
4537,5
4538,3
4539,0
4540,4
4541,4
4542,0
4543,0
4544,0
4545,0
4546,3
4547,4
4548,2
4549,5
4550,5
4551,0
4552,1
4553,3
4554,3
4555,0
4556,2
4557,2
4558,3
4559,5
4560,2
4561,0
4562,4
4563,2
4564,0
4565,0
4566,0
4567,4
4568,1
4569,2
4570,5
4571,4
4572,3
4573,1
4574,5
4575,4
4576,0
4577,2
4578,3
4579,1
4580,2
4581,5
4582,2
4583,1
4584,1
4585,4
4586,0
4587,3
4588,5
4589,2
4590,2
4591,3
4592,2
4593,4
4594,3
4595,3
4596,4
4597,1
4598,2
4599,2
4600,3
4601,1
4602,0
4603,0
4604,4
4605,4
4606,0
4607,2
4608,5
4609,2
4610,1
4611,3
4612,2
4613,1
4614,0
4615,3
4616,5
4617,2
4618,2
4619,4
4620,3
4621,3
4622,4
4623,5
4624,3
4625,3
4626,3
4627,2
4628,2
4629,1
4630,4
4631,4
4632,5
4633,5
4634,1
4635,1
4636,1
4637,2
4638,5
4639,4
4640,3
4641,3
4642,3
4643,5
4644,0
4645,0
4646,4
4647,1
4648,2
4649,0
4650,3
4651,0
4652,1
4653,5
4654,4
4655,4
4656,3
4657,0
4658,1
4659,2
4660,1
4661,0
4662,0
4663,5
4664,5
4665,3
4666,3
4667,0
4668,5
4669,5
4670,2
4671,0
4672,1
4673,2
4674,3
4675,4
4676,0
4677,1
4678,2
4679,3
4680,4
4681,1
4682,0
4683,5
4684,0
4685,3
4686,1
4687,4
4688,2
4689,4
4690,2
4691,4
4692,0
4693,0
4694,3
4695,3
4696,5
4697,1
4698,4
4699,0
4700,3
4701,3
4702,3
4703,3
4704,0
4705,2
4706,2
4707,5
4708,5
4709,4
4710,0
4711,5
4712,0
4713,3
4714,0
4715,0
4716,5
4717,0
4718,4
4719,5
4720,2
4721,3
4722,0
4723,1
4724,2
4725,0
4726,5
4727,1
4728,4
4729,2
4730,3
4731,2
4732,1
4733,0
4734,3
4735,3
4736,3
4737,2
4738,1
4739,0
4740,0
4741,0
4742,2
4743,5
4744,4
4745,1
4746,0
4747,2
4748,0
4749,5
4750,3
4751,5
4752,0
4753,5
4754,0
4755,4
4756,0
4757,0
4758,1
4759,4
4760,3
4761,0
4762,1
4763,2
4764,2
4765,1
4766,0
4767,3
4768,5
4769,5
4770,0
4771,5
4772,3
4773,0
4774,1
4775,0
4776,1
4777,4
4778,0
4779,0
4780,0
4781,5
4782,2
4783,4
4784,1
4785,5
4786,0
4787,5
4788,2
4789,0
4790,1
4791,3
4792,0
4793,1
4794,5
4795,2
4796,4
4797,3
4798,2
4799,5
4800,5
4801,5
4802,1
4803,3
4804,4
4805,4
4806,4
4807,4
4808,4
4809,4
4810,3
4811,0
4812,0
4813,5
4814,3
4815,1
4816,2
4817,4
4818,5
4819,3
4820,2
4821,0
4822,2
4823,3
4824,0
4825,0
4826,5
4827,1
4828,1
4829,2
4830,3
4831,4
4832,4
4833,4
4834,5
4835,5
4836,0
4837,2
4838,5
4839,2
4840,1
4841,5
4842,0
4843,4
4844,4
4845,4
4846,0
4847,4
4848,3
4849,2
4850,2
4851,0
4852,4
4853,5
4854,3
4855,0
4856,4
4857,0
4858,1
4859,5
4860,0
4861,5
4862,5
4863,5
4864,3
4865,0
4866,0
4867,4
4868,5
4869,4
4870,0
4871,3
4872,2
4873,0
4874,5
4875,1
4876,1
4877,2
4878,5
4879,3
4880,5
4881,1
4882,0
4883,2
4884,1
4885,1
4886,3
4887,0
4888,0
4889,5
4890,1
4891,1
4892,0
4893,2
4894,1
4895,1
4896,3
4897,0
4898,0
4899,5
4900,1
4901,1
4902,2
4903,2
4904,2
4905,3
4906,3
4907,0
4908,2
4909,3
4910,2
4911,5
4912,1
4913,4
4914,3
4915,4
4916,1
4917,5
4918,1
4919,0
4920,3
4921,2
4922,4
4923,1
4924,2
4925,0
4926,4
4927,0
4928,3
4929,5
4930,4
4931,3
4932,5
4933,0
4934,0
4935,0
4936,0
4937,4
4938,4
4939,2
4940,2
4941,1
4942,0
4943,4
4944,4
4945,3
4946,4
4947,2
4948,3
4949,0
4950,0
4951,4
4952,1
4953,0
4954,3
4955,4
4956,5
4957,5
4958,0
4959,0
4960,1
4961,4
4962,0
4963,4
4964,0
4965,5
4966,1
4967,3
4968,4
4969,2
4970,1
4971,0
4972,3
4973,4
4974,1
4975,2
4976,5
4977,3
4978,0
4979,3
4980,5
4981,0
4982,1
4983,2
4984,4
4985,5
4986,1
4987,0
4988,2
4989,0
4990,0
4991,2
4992,5
4993,1
4994,4
4995,0
4996,1
4997,4
4998,1
4999,5
5000,0
5001,1
5002,2
5003,5
5004,0
5005,2
5006,5
5007,5
5008,4
5009,2
5010,5
5011,1
5012,3
5013,3
5014,3
5015,5
5016,4
5017,1
5018,5
5019,5
5020,5
5021,1
5022,3
5023,2
5024,3
5025,2
5026,0
5027,0
5028,5
5029,3
5030,3
5031,4
5032,5
5033,2
5034,3
5035,5
5036,0
5037,2
5038,3
5039,2
5040,1
5041,0
5042,0
5043,5
5044,3
5045,4
5046,0
5047,2
5048,5
5049,1
5050,5
5051,3
5052,4
5053,2
5054,1
5055,1
5056,2
5057,5
5058,0
5059,5
5060,0
